subject,filename,issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning,
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,45,36,book of Genesis,...is is how the first two chapters of the **book of Genesis** described it.  Conservative Christians ...,LTC,FALSE_POSITIVE,100,'Book of Genesis' is a correct proper noun phrase.,37
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,46,37,book of Genesis,"...' intentions fully. For example, in the **book of Genesis**, Conservative Christians may suggest th...",LTC,FALSE_POSITIVE,100,'Book of Genesis' is a correct proper noun phrase.,38
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,47,38,offenses,...others away from sin)</li><li>Forgiving **offenses**</li><li>Bearing wrongs patiently</li><l...,LTC,SPELLING_ERROR,95,'Offenses' is the American spelling; the UK English spelling 'offences' should be used.,39
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,59,49,and,...s actually present in the bread and wine** and** they can receive him in a personal way....,LTC,STYLISTIC_PREFERENCE,70,"A comma before 'and' would improve readability when connecting two independent clauses, but its omission is not an absolute error.",50
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,60,49,and,...arist is spiritual food for the believer** and** it strengthens them to carry out their ...,LTC,STYLISTIC_PREFERENCE,70,"A comma before 'and' would improve readability when connecting two independent clauses, but its omission is not an absolute error.",50
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,64,51,well -being,...is unconditional love means putting the **well -being** of others before your own. Catholics be...,LTC,PARSING_ERROR,90,"'Well-being' should be hyphenated as a compound noun, and the space before the hyphen is a formatting error.",52
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,65,51,agap,"...on the cross was an ultimate example of **agap** è .  In Luke 13:34 -35, Jesus is distre...",LTC,PARSING_ERROR,100,The word 'agapè' was truncated due to a parsing error involving the special character 'è'.,52
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,70,54,soulmaking,"...at a theodicy is, and how the Irenaean (**soulmaking**) and Augustinian (soul-deciding) theodi...",LTC,PARSING_ERROR,90,'Soul-making' should be hyphenated for consistency with 'soul-deciding' and common academic usage for this specific theological term.,55
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,75,55,and,...like him. God has given humans free will** and** we can make good or bad choices. Irenae...,LTC,STYLISTIC_PREFERENCE,70,"A comma before 'and' would improve readability when connecting two independent clauses, but its omission is not an absolute error.",56
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,88,59,less,"...f Existence, summarise into 66 words or **less**. Complete the Extension Tasks (you migh...",LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,"For countable nouns like 'words', 'fewer' is generally preferred over 'less', though 'less' is common in this idiomatic phrase.",60
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,95,60,ascetism,"...live more regimented lives, but extreme **ascetism** is not a feature of Buddhism. Lay peopl...",LTC,SPELLING_ERROR,100,'Ascetism' is a misspelling of 'asceticism'.,61
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,106,64,dukka,...willing to deviate from them. Videos on **dukka**/suffering – How to Overcome Suffering –...,LTC,SPELLING_ERROR,90,'Dukka' is an alternative spelling; 'dukkha' is the standard and consistent spelling used elsewhere in the document for the Buddhist concept.,65
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,111,65,analyse,...th Dhammadharini).</li><li>Construct an **analyse** and evaluate answer. Before sharing wit...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,'Analyse' is a verb; the noun form 'analysis' is required here to match 'evaluate answer'.,66
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,112,65,yet,... candle being used to light a new candle** yet** they are not the same flame; - the rela...,LTC,STYLISTIC_PREFERENCE,70,The absence of a comma before 'yet' is a stylistic choice and does not create ambiguity or a grammatical error.,66
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,113,65,film strip,... but they are not the same product. - a **film strip** appears to be continuous action yet if ...,LTC,SPELLING_ERROR,90,"'Film strip' should be written as one word, 'filmstrip', according to the Oxford English Dictionary.",66
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,114,65,',...rent realms of existence  moment rebirth**'**.  • the views of the Triratna tradition...,LTC,PARSING_ERROR,100,"'&#x27;' is an HTML entity for an apostrophe, indicating a parsing error.",66
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,115,65,',... the views of the Triratna tradition on **'**moment-to-  {65}------------------------...,LTC,PARSING_ERROR,100,"'&#x27;' is an HTML entity for an apostrophe, indicating a parsing error.",66
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,117,67,outside of,"..., the 12 stages of inter dependence, or **outside of** the wheel.</li><li>Computer activity – ...",LTC,STYLISTIC_PREFERENCE,70,'Outside' is more concise and generally preferred over 'outside of' in formal writing.,68
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,121,69,the,"...ke, showing that their own actions lead **the** to the type of life they will have in t...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,'The' is incorrectly used as a pronoun; it should be 'them' to refer to 'their own actions'.,70
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,136,72,Gaikkai,.../www.youtube.com/watch?v=MOsr_ZOi-Jo)  [**Gaikkai**\).](https://www.youtube.com/watch?v=MOs...,LTC,SPELLING_ERROR,100,'Gaikkai' is a misspelling of the proper noun 'Gakkai' (Soka Gakkai).,73
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,142,73,Budda,...e used to depict various aspects of the **Budda**'s life or symbols of Buddhist teachings...,LTC,SPELLING_ERROR,100,Misspelling of the proper noun 'Buddha'.,74
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,155,77,and,... and beliefs about the nature of Brahman** and** they are recorded in a range of their H...,LTC,STYLISTIC_PREFERENCE,70,"A comma before 'and' would improve readability when connecting two independent clauses, but its omission is not a strict grammatical error.",78
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,156,77,not,... exists but is yet unknowable as it has **not** qualities and characteristics. It is ba...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Grammatical error; should be 'has no qualities' or 'does not have qualities'.,78
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,167,79,atman's,"...ing, indestructible and eternal and all **atman's** are identical for all living things (Ad...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,95,Incorrect use of apostrophe; should be the plural 'atmans' not possessive 'atman's'.,80
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,168,79,but,"...ins just like salt in water, it is there** but** you cannot see it. The atman is in ever...",LTC,STYLISTIC_PREFERENCE,70,"A comma before 'but' would improve readability when connecting two independent clauses, but its omission is not a strict grammatical error.",80
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,169,79,non -interchangeable,...rahman are separate from each other and **non -interchangeable**. Brahman is superior to the atman and i...,LTC,PARSING_ERROR,90,Missing hyphen in the compound adjective 'non-interchangeable'. The space is a parsing artifact.,80
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,170,79,and,... aspects. Brahman's atman is independent** and** all other atmans depend on Brahman. - H...,LTC,STYLISTIC_PREFERENCE,70,"A comma before 'and' would improve readability when connecting two independent clauses, but its omission is not a strict grammatical error.",80
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,173,82,the,...us that have shown belief in action and **the** create an information sheet on the char...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"Grammatical error; 'the' is used incorrectly, likely should be 'then' or 'to'.",83
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,183,84,dependant,"...s, people, animals, insects and plants, **dependant** on the karma good and bad collected in ...",LTC,SPELLING_ERROR,100,"Incorrect word form; 'dependant' is a noun, the adjective 'dependent' is required here.",85
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,193,86,and,... to the person that has died are recited** and** rice balls are often placed close to th...,LTC,STYLISTIC_PREFERENCE,70,"A comma before 'and' would improve readability when connecting two independent clauses, but its omission is not a strict grammatical error.",87
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,195,86,if,...s carried to the cremation ground which **if** possible is near flowing water. At the ...,LTC,FALSE_POSITIVE,100,The word 'if' is used correctly as a conjunction in the sentence.,87
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,197,88,Ayodhy,...wing sites of Hindu pilgrimage:</li><li>**Ayodhy**</li><li>Varanasi (Kashi). Hindu identit...,LTC,PARSING_ERROR,100,The proper noun 'Ayodhya' is truncated; likely a parsing artifact from PDF conversion.,89
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,198,88,Vaishnav,...c actions: the Bhakti Movement:</li><li>**Vaishnav** bhakti – devotion to Vishnu</li><li>Sha...,LTC,FALSE_POSITIVE,90,"'Vaishnav' is a correct adjective form, though 'Vaishnava' is also used in the document, creating an inconsistency rather than a spelling error.",89
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,200,88,Vishnava,...importance to followers of Rama and the **Vishnava** tradition. It is associated with the Ra...,LTC,FALSE_POSITIVE,100,'Vishnava' is the correct spelling for the tradition.,89
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,202,88,(,... rising sun or perform yoga on the ghats**(**steps) of the River Ganges. Learners sho...,LTC,PARSING_ERROR,100,"Missing space before the opening parenthesis, which is a parsing artifact.",89
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,203,88,Vaishnav,...ners understand the differences between **Vaishnav** and Shaiva bhakti.</li></ul> |  {88}---...,LTC,FALSE_POSITIVE,90,"'Vaishnav' is a correct adjective form, though 'Vaishnava' is also used in the document, creating an inconsistency rather than a spelling error.",89
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,205,89,mandir,"...different places such as, the home, the **mandir** and on pilgrimage The completion of puj...",LTC,FALSE_POSITIVE,100,'Mandir' is the correct term for a Hindu temple.,90
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,206,89,arti,...n pilgrimage The completion of puja and **arti** are daily practices within bhakti as ar...,LTC,FALSE_POSITIVE,100,'Arti' is the correct term for a Hindu ritual.,90
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,209,89,Saivite,...he devotion of Shiva and Rudra; and the **Saivite** tradition. Prayers and offerings will b...,LTC,FALSE_POSITIVE,100,'Saivite' is the correct term for the tradition related to Shiva.,90
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,211,89,Vishnava,...he differences and similarities between **Vishnava** and Shaiva Bhakti.  {89}---------------...,LTC,FALSE_POSITIVE,100,'Vishnava' is the correct spelling for the tradition.,90
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,218,93,..,"...the earth…There is nothing like unto Him**..***."" For this reason, Muslims will not dr...",LTC,FALSE_POSITIVE,100,The '..' is part of a direct quotation and not a grammatical error.,94
Religious-Studies,gcse-religious-studies---guidance-for-teaching-unit-1.csv,220,93,although,...as risalah. The Qur'an names 25 prophets** although** many Muslims believe there have been  {...,LTC,STYLISTIC_PREFERENCE,70,"Adding a comma before 'although' is a stylistic choice, not a grammatical necessity here.",94
